category,title_ar,title_en,slug,active_period,school,status,note,page_created
thinkers,جولي رولينز,Julie Rawlins,thk-julierawlins,,تقنية ألكسندر,LIKELY_FABRICATED,"No Julie Rawlins found teaching or documented in Alexander Technique; a different real person, 'Parker Rawlins', teaches Alexander Technique at UTK.",FALSE
thinkers,جون وِكلاند,John H. Weakland,thk-jweakland,1963-1990,العلاج الأسري الاستراتيجي (Palo Alto/MRI),CONFIRMED_REAL,"Very well-documented founding member of Bateson's project and MRI Palo Alto group (1919–1995), co-author of double-bind theory and of 'Change' with Watzlawick and Fisch.",TRUE
thinkers,جوزيف فايزنباوم,Joseph Weizenbaum,thk-jweizenbaum,1966-1988,br-ai-chatbot-therapy,CONFIRMED_REAL,"Very well-documented MIT computer scientist (1923–2008), creator of ELIZA (1966), the first chatbot to simulate a Rogerian therapist. Matches school well.",TRUE
thinkers,جوزيف زِنكِر,Joseph Zinker,thk-jzinker,1970-2010,الجشطالت الجسدي (Naranجو),CONFIRMED_REAL,"Real, well-documented Gestalt therapist (1929–2015), Cleveland Gestalt Institute, author of 'Creative Process in Gestalt Therapy'; not specifically part of Claudio Naranjo's branch as originally labeled. School corrected to general 'علاج الجشطالت'.",TRUE
thinkers,كيران عاشان,Kiran Ashana,thk-kashan,2010,علم النفس الإيجابي الشرقي,LIKELY_FABRICATED,No trace of this specific person found in Eastern/positive psychology literature.,FALSE
thinkers,كاثي لورنسو,Kathy J. Laurenceau,thk-kathylaurenceau,2000,Discernment Counseling (الاستشارة التمييزية),LIKELY_FABRICATED,"A real relationship-intimacy researcher, Jean-Philippe Laurenceau, exists, but not 'Kathy J. Laurenceau' and not in discernment counseling.",FALSE
thinkers,كايتي ري,Katie Rae,thk-katie-rae,2015,إعادة الولادة,LIKELY_FABRICATED,"Common name matching authors, musicians, photographers — no rebirthing-therapy figure found.",FALSE
thinkers,كاتكا روبين,Katka Rubin,thk-katka-rubin,2012,التركيز (Focusing),LIKELY_FABRICATED,No 'Katka Rubin' found in Focusing (Gendlin) literature; a 'K.S. Rubin' appears as a book co-editor but insufficient to confirm identity/match.,FALSE
thinkers,كيكو هوشينو,Keiko Hoshino,thk-keiko-hoshino,1980,علاج نايكان,LIKELY_FABRICATED,"No Naikan-therapy connection found; the documented 'Keiko Hoshino' individuals are a transactional-analysis trainer, a graphic designer, and an artist — none matching.",FALSE
thinkers,كولين كيلي,Colleen Kelley,thk-kelleycolleen,1990,العلاج الحسي-الحركي (Sensorimotor Psychotherapy),LIKELY_FABRICATED,Sensorimotor Psychotherapy was founded by Pat Ogden; no Colleen Kelley found connected to it (several unrelated therapists/theatre educators share the name).,FALSE
thinkers,كيفن سپارجر,Kevin L. Sparger,thk-kevin-sparger,2010,العلاج القائم على الأمل (Snyder),LIKELY_FABRICATED,No trace of this person connected to Snyder's hope therapy.,FALSE
thinkers,كيم فيني,Kim Feeney,thk-kfeeney,2000,PREP (برنامج تعزيز العلاقة والوقاية),LIKELY_FABRICATED,"PREP was founded by Markman, Stanley, and Blumberg; Kim Feeney appears only as unrelated professionals (play therapist, DV advocate).",FALSE
thinkers,[مؤسِّسو SFJA / ISAP / NYAAP / JPA / IRSJA / PCSJA / CSJA / DSJA / GAJA / JAWA / NCSJA / NMSJA / OVAJA / PAJA / PNSJA / PSJA],Founders of US Jungian associations and institutes,thk-kmurah,,مدرسة التحليل النفسي,LIKELY_FABRICATED,"Generic/collective placeholder, not a real named individual matching a specific documented person.",FALSE
thinkers,كويتشي ناكامورا,Kōichi Nakamura,thk-knakamura,1980,Constructive Living,LIKELY_FABRICATED,"Constructive Living was founded by David K. Reynolds, not Koichi Nakamura; no trace of this specific person as a CL founder/theorist (a different, unrelated Nakamura appears in Morita therapy literature).",FALSE
thinkers,[مؤسِّسو DGAP] DGAP founders (ألمانيا),DGAP founders (Deutsche Gesellschaft für Analytische Psychologie),thk-knoblauch,,مدرسة التحليل النفسي,LIKELY_FABRICATED,"Generic/collective placeholder, not a real named individual.",FALSE
thinkers,كن رِجباي,Ken Rigby,thk-krigby,1994,علاج التنمر والعدوان,CONFIRMED_REAL,"Well-documented Australian psychologist, adjunct professor at University of South Australia, world-leading bullying researcher since 1990, author of 'Bullying in Schools'. Matches school exactly.",TRUE
thinkers,كريستين بَس,Kristin B. Buss,thk-kristin-buss,2010,PCIT (العلاج التفاعلي بين الوالد والطفل),CONFIRMED_REAL,"Kristin A. Buss, real Penn State developmental psychologist studying temperament/emotion regulation and parent-child relationships, former director of Parents And Children Together (PACT) program — closely related to but not the original PCIT founder (Sheila Eyberg).",TRUE
thinkers,شيرمان كيرتز,Sherman E. Kurtz,thk-kurtz-sherman,2012,br-recovery-oriented,LIKELY_FABRICATED,No trace of this specific person found in recovery-oriented psychiatry literature; only an unrelated 'Kurtz' citation on self-help groups (1987).,FALSE
thinkers,لارس يوهانسون,Lars Johansson,thk-lars-johansson,2005,فرق العكس العاكسة (Reflecting Teams),LIKELY_FABRICATED,No connection found between any Lars Johansson and reflecting-teams therapy.,FALSE
thinkers,لاڤينيا شو,Lavinia Shaw,thk-lavinia-shaw,2005,طريقة فيلدنكرايس,LIKELY_FABRICATED,"No 'Lavinia Shaw' found in Feldenkrais literature; a different, unrelated real Feldenkrais teacher named Lavinia Plonka exists.",FALSE
thinkers,لورا بارِت,Laurence A. Barrett,thk-lbarrett,1980-2010,العلاج بالتحويل (Conversion Therapy),LIKELY_FABRICATED,"No connection found between any Laurence Barrett and conversion therapy; a real 'Laurence Barrett' is a Jungian executive coach, unrelated.",FALSE
thinkers,ألن وولاس,H. Allan Wallace,thk-lcwallace,1972,علم النفس التكاملي (Integral),CONFIRMED_REAL_WRONG_SCHOOL,"Real, well-documented figure B. Alan Wallace (b. 1950), Buddhist scholar and coiner of 'Contemplative Science', not part of Ken Wilber's Integral psychology school as originally labeled. Corrected school to 'علم التأمل التعاقدي (العلوم التأملية)'.",TRUE
thinkers,لاري ديفيدسون,Larry Davidson,thk-ldavidson,1990,دعم الأقران (br-peer-support),CONFIRMED_REAL,"Well-documented Yale professor of psychology, director of Program for Recovery and Community Health, leading peer-support/recovery researcher (b. 1960). Matches school exactly.",TRUE
thinkers,لويز دي سالفو,Louise DeSalvo,thk-ldesalvo,1980-2018,العلاج بالكتابة/الكتابة التعبيرية,CONFIRMED_REAL,"Well-documented American writer/professor (1942–2018), author of 'Writing as a Way of Healing'. Matches school exactly.",TRUE
thinkers,لي هيونغ-جون,Lee Hyung-Jun,thk-leehyungjun,2000,علاج الهوابيونغ (Hwabyung),LIKELY_FABRICATED,"No specific documented researcher named 'Lee Hyung-Jun' found among Hwabyung researchers (documented names include J. Lee, S.K. Min, J.H. Lee, etc., but none matching this exact name with confidence).",FALSE
thinkers,ليون فِستِنغر,Leon Festinger,thk-lfestinger,1942-1964,نظرية التنافر المعرفي (Cognitive Dissonance),CONFIRMED_REAL,عالم نفس اجتماعي أمريكي شهير مؤسس نظرية التنافر المعرفي 1957.,TRUE
thinkers,لورانس فيشباين,Lawrence Fischbein,thk-lfish,1980,إعادة التأهيل المهني النفسي (br-psychiatric-vocational-rehab),LIKELY_FABRICATED,لا يوجد أثر لشخص بهذا الاسم مرتبط بإعادة التأهيل المهني النفسي.,N-A
thinkers,ليندا هاتش,Linda M. Hatch,thk-lhatch,1990,Body-Mind Centering,LIKELY_FABRICATED,لا يوجد أثر لشخص بهذا الاسم مرتبط بـBody-Mind Centering؛ النتائج كلها لأشخاص آخرين بنفس الاسم في مجالات غير ذات صلة.,N-A
thinkers,لين هوفمان,Lynn Hoffman,thk-lhoffman,1969-2010,العلاج الأسري الاستراتيجي (MRI/Palo Alto),CONFIRMED_REAL,معالجة أسرية موثقة جيدا 1924-2017 عملت في MRI بالو ألتو ثم تحولت للعلاج التعاوني/السردي.,TRUE
thinkers,ليندا توهيواي سميث,Linda Tuhiwai Smith,thk-lindatuhiwai,1990-2026,Kaupapa Māori Psychology,CONFIRMED_REAL,باحثة نيوزيلندية حقيقية وبارزة في منهجيات البحث الأصلية ونزع الاستعمار؛ مجالها الدقيق أقرب للتربية/منهجيات البحث منه لعلم النفس الإكلينيكي لكنه قريب جدا من Kaupapa Maori.,TRUE
thinkers,لورنس كولبرغ,Lawrence Kohlberg,thk-lkohlberg,1958-1987,علم نفس الطفل / نظرية النمو الأخلاقي,CONFIRMED_REAL,عالم نفس أمريكي شهير جدا 1927-1987 صاحب نظرية مراحل النمو الأخلاقي.,TRUE
thinkers,ليندا كون,Linda Kuhn,thk-lkuhn,1990,دائرة الأمان (Circle of Security),LIKELY_FABRICATED,لا صلة لأي Linda Kuhn بدائرة الأمان؛ المؤسسون الفعليون هم كينت هوفمان وغلين كوبر وبيرت باول.,N-A
thinkers,لوكا لوزي,Luca Losi,thk-llosi,1995,العلاج الأسري الميلاني (Milan Systemic),LIKELY_FABRICATED,لا يوجد أثر لشخص بهذا الاسم مرتبط بالمدرسة الميلانية؛ النتائج الوحيدة لباحث طبي مختلف تماما (Losi/Richeldi أبحاث سل).,N-A
thinkers,ليستر لوبورسكي,Lester Luborsky,thk-lluborsky,1950-2009,التحليل النفسي الدوري (Cyclical Psychodynamics),CONFIRMED_REAL,عالم نفس أمريكي موثق جيدا 1920-2009 رائد أبحاث فعالية العلاج النفسي التحليلي ومطور CCRT.,TRUE
thinkers,لوسي جين ميلر,Lucy Jane Miller,thk-lmiller,1980-2026,التكامل الحسي (Sensory Integration),CONFIRMED_REAL,أخصائية علاج وظيفي وباحثة أمريكية موثقة جيدا، مؤسسة معهد STAR واضطراب المعالجة الحسية.,TRUE
thinkers,ليندا جيمس مايرز,Linda James Myers,thk-lmyers,1985-2026,علم النفس المتمركز حول أفريقيا (Africentric/Optimal Theory),CONFIRMED_REAL,عالمة نفس أمريكية موثقة جيدا (مواليد 1948) صاحبة نظرية Optimal Psychology.,TRUE
thinkers,لورينا أونان,Lorena Onnis,thk-lonan,1985,العلاج الأسري الميلاني (Milan Systemic),LIKELY_FABRICATED,لا يوجد أثر أكاديمي لهذا الاسم مرتبط بالمدرسة الميلانية؛ فقط نتائج لينكدإن غير ذات صلة.,N-A
thinkers,لويس غيرني,Louise F. Guerney,thk-louise-guerney,1960-2000,Filial Therapy (العلاج العلائقي الوالد-الطفل),CONFIRMED_REAL,معالجة أمريكية موثقة جيدا طورت مع زوجها برنارد غيرني العلاج العلائقي الوالدي في الستينيات.,TRUE
thinkers,إيفار لوفاس,Ole Ivar Lovaas,thk-lovaas,1965-2005,تحليل السلوك التطبيقي للتوحد (br-aba-autism),CONFIRMED_REAL,عالم نفس نرويجي-أمريكي موثق جيدا (1927-2010) رائد ABA لعلاج التوحد في UCLA.,TRUE
thinkers,لورا بيرلز,Laura Perls,thk-lperls,1942-1990,علاج الجشطالت (Gestalt Therapy),CONFIRMED_REAL,مؤسسة مشاركة موثقة جيدا لعلاج الجشطالت (1905-1990) مع فريتز بيرلز وبول غودمان. ملف موجود مسبقا في النظام.,FALSE
thinkers,لويس شولتز,Louis Schultz,thk-lschultz,1973-2010,الرولفينغ والتكامل الهيكلي,CONFIRMED_REAL,معالج رولفينغ ومؤلف أمريكي موثق (R. Louis Schultz/Shultz) معتمد منذ 1973 ومؤلف كتب مرجعية في المجال.,TRUE
thinkers,لودفيغ بينسوانغر,Ludwig Binswanger,thk-ludwigbinswanger,1908-1966,المدرسة الوجودية (Daseinsanalyse),CONFIRMED_REAL,طبيب نفسي سويسري شهير جدا (1881-1966) مؤسس تحليل الوجود Daseinsanalyse.,TRUE
thinkers,لورا ووكر,Laura A. Walker,thk-lwalker,1980-2010,العلاج بالتحويل (Conversion Therapy),LIKELY_FABRICATED,لا يوجد أثر لشخص بهذا الاسم مرتبط بالعلاج بالتحويل؛ كل النتائج لأشخاص مختلفين في مجالات غير ذات صلة.,N-A
thinkers,ليمن وين,Lyman C. Wynne,thk-lwynne,1958-2000,العلاج الأسري والزوجي الدينامي (br-dynamic-couples-family-therapy),CONFIRMED_REAL,طبيب نفسي أمريكي موثق جيدا صاحب مفهوم pseudo-mutuality وأبحاث الفصام والأسرة.,TRUE
thinkers,ميلاني سيغال,Melanie Segall,thk-melanie-segall,2010,التنويم الذاتي,LIKELY_FABRICATED,لا يوجد أي أثر بحثي أو مهني لهذا الاسم.,N-A
thinkers,ميليسا شيفر,Melissa Schaefer,thk-melissaschaefer,2010,br-mst,LIKELY_FABRICATED,لا دليل على أنها مطورة أو منظّرة للعلاج المتعدد الأنساق (MST)؛ المؤسس الفعلي هو سكوت هنغلر. النتائج المطابقة للاسم أشخاص عاديون بلا صلة نظرية بـMST.,N-A
thinkers,مارغريت هيكي,Margaret Hickey,thk-mhickey,1990-2020,CBCT,LIKELY_FABRICATED,لا دليل على ارتباطها بتطوير العلاج المعرفي السلوكي الزوجي المشترك لاضطراب ما بعد الصدمة (CBCT)؛ المطورون الفعليون هم كانديس مونسون وستيفن سوتر.,N-A
thinkers,ميتشيو هوسوكاوا,Michio Hosokawa,thk-mhosokawa,1975,علاج موريتا,LIKELY_FABRICATED,لا يوجد أثر لطبيب نفسي بهذا الاسم مرتبط بعلاج موريتا.,N-A
thinkers,مايكل ديرمر,Michael Der Meer,thk-michael-derm,2005,تقنية ألكسندر,LIKELY_FABRICATED,لا يوجد أثر لمعلم بهذا الاسم في مجتمع تقنية ألكسندر.,N-A
thinkers,مايكل غوثري,Michael Guthrie,thk-michael-guthrie,2012,العلاج الديناميكي البيني القصير (DIT),LIKELY_FABRICATED,لا دليل على شخص بهذا الاسم مرتبط بتطوير DIT؛ الاسم القريب الموجود هو Else Guthrie (امرأة) المرتبطة بنموذج المحادثة السابق لـDIT وليست نفس الشخص.,N-A
thinkers,مايكل سويتنغ,Michael Sweeting,thk-michaelsweeting,1990,Te Whare Tapa Whā,LIKELY_FABRICATED,لا أثر لهذا الاسم؛ نموذج Te Whare Tapa Wha طوره الطبيب النفسي الماوري ميسون دوري (Mason Durie).,N-A
thinkers,ميتشيو ميزونو,Michio Mizuno,thk-michio-mizuno,1960,علاج نايكان,LIKELY_FABRICATED,لا أثر لهذا الاسم؛ مؤسس علاج نايكان هو إيشين يوشيموتو.,N-A
thinkers,لي مينغ شنغ,Li Mingsheng,thk-mingshengli,2010,الطاوية المعرفية,LIKELY_FABRICATED,العلاج المعرفي الطاوي الصيني (CTCT/CTCP) حقيقي وموثق لكن لا يوجد ربط موثق بهذا الاسم كمؤسس أو منظّر رئيسي له.,N-A
thinkers,مينو بولين,Mino Paulin,thk-minopaulin,2000,العلاج الحسي-الحركي,LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم؛ العلاج الحسي-الحركي (Sensorimotor Psychotherapy) طورته باميلا أوجدن.,N-A
thinkers,نوربيرتو بوستوس,Norberto Bustos,thk-nbustos,1975-2010,السيكودراما والسوسيومتري,LIKELY_FABRICATED,لا أثر لـNorberto Bustos تحديدا؛ الاسم القريب الموثق هو دالميرو م. بوستوس (Dalmiro M. Bustos) وهو اسم أول مختلف فلم أعتبره تطابقا مؤكدا.,N-A
thinkers,نعوم تشومسكي,Noam Chomsky,thk-nchomsky,1957-2026,علم النفس,CONFIRMED_REAL,لغوي وفيلسوف أمريكي شهير عالميا؛ مجاله الأساسي اللسانيات وليس علم النفس الإكلينيكي لكن تأثيره في الثورة المعرفية بعلم النفس موثق تاريخيا.,TRUE
thinkers,نيكول تول,Nicole Toole,thk-nicotole,2010,تقنيات الحرية الانفعالية (EFT),LIKELY_FABRICATED,لا يوجد أثر مهني أو بحثي لهذا الاسم مرتبط بـEFT؛ فقط حسابات تواصل اجتماعي عادية.,N-A
thinkers,نانا إيوسيبا,Nana Iosepa,thk-niosepa,1970-2000,Ho'oponopono (هاواي),LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم مرتبط بممارسة الهوأوبونوبونو.,N-A
thinkers,نيخيل خانا,Nikhil Khanna,thk-nkhanna,2012,علم النفس الإيجابي الشرقي,LIKELY_FABRICATED,لا يوجد أثر لشخص بهذا الاسم مرتبط بعلم النفس الإيجابي الشرقي؛ كل النتائج لأشخاص مختلفين في مجالات أخرى.,N-A
thinkers,ناثانئيل لِرمان,Nathaniel Lehrman,thk-nlehrman,1960-2010,العلاج بالتحويل (Conversion Therapy),CONFIRMED_REAL,طبيب نفسي أمريكي موثق جيدا (1923-2020) مرتبط بجمعية NARTH وكتاباته المعارضة لقبول المثلية.,TRUE
thinkers,نْيلسون مَغَنْي,N. Chabani Manganyi,thk-nmanganyi,1973-2010,علم نفس الأوبونتو (Ubuntu),CONFIRMED_REAL,أول عالم نفس إكلينيكي أسود مؤهل في جنوب أفريقيا وموثق جيدا؛ مجاله علم النفس الأفريقي عموما وليس نظرية الأوبونتو تحديدا فالربط قريب لكن غير حرفي.,TRUE
thinkers,ناتالي روجرز,Natalie Rogers,thk-nrogers,1975-2015,الفنون التعبيرية التعددية,CONFIRMED_REAL,معالجة أمريكية موثقة جيدا (1928-2015) ابنة كارل روجرز ومؤسسة العلاج بالفنون التعبيرية المتمركز حول الشخص.,TRUE
thinkers,نوبو واتانابي,Nobuo Watanabe,thk-nwatanabe,1990,علاج موريتا,LIKELY_FABRICATED,لا يوجد أثر لطبيب نفسي بهذا الاسم مرتبط بعلاج موريتا؛ كل النتائج لباحثين طبيين مختلفين بنفس الاسم في مجالات أخرى.,N-A
thinkers,أولغا سيلفرشتاين,Olga Silverstein,thk-osilver,1970-2005,br-dynamic-couples-family-therapy,CONFIRMED_REAL,معالجة أسرية أمريكية موثقة جيدا من معهد أكرمان توفيت 2009.,TRUE
thinkers,بابارانغي ريد,Papaarangi Reid,thk-papaarangireid,1995-2026,Kaupapa Māori Psychology,CONFIRMED_REAL,طبيبة صحة عامة نيوزيلندية بارزة موثقة جيدا في مجال العدالة الصحية لدى الماوري؛ مجالها الأدق صحة عامة وليس علم نفس إكلينيكي لكنه ضمن تقليد كاوبابا ماوري.,TRUE
thinkers,بول أبلباوم,Paul S. Appelbaum,thk-pappelbaum,1977-2026,br-therapeutic-risk-assessment,CONFIRMED_REAL,طبيب نفسي أمريكي موثق جيدا (مواليد 1951) خبير عالمي في تقييم مخاطر العنف والقانون النفسي.,TRUE
thinkers,بارك جونغ-إيك,Park Jong-Ik,thk-parkjongik,1990-2026,علاج الهوابيونغ (Hwabyung),CONFIRMED_REAL,باحث كوري حقيقي منشور في أبحاث محكمة حول متلازمة الهوابيونغ.,TRUE
thinkers,باتريس دي ماركو,Patrice De Marco,thk-patrice-de-marco,2005,التنويم الذاتي,LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم مرتبط بالتنويم الذاتي.,N-A
thinkers,بول ثورن,Paul Thorne,thk-paul-thorne,2010,إعادة الولادة,LIKELY_FABRICATED,لا يوجد أثر مهني موثق لشخص بهذا الاسم كمنظّر أو مطوّر لعلاج إعادة الولادة.,N-A
thinkers,بول جي. توماس,Paul G. Thomas,thk-paulgthomas,1979-1990,السيبرنتيكا النفسية,CONFIRMED_REAL,مؤلف أمريكي موثق لعدة كتب حول السيبرنتيكا النفسية والتغذية الراجعة النفسية.,TRUE
thinkers,بول هولمز,Paul Holmes,thk-paulholmes,1980-2025,السيكودراما والسوسيومتري,CONFIRMED_REAL,طبيب نفسي بريطاني موثق جيدا (توفي 2025) مؤلف مراجع أساسية في السيكودراما.,TRUE
thinkers,فيلس بوث,Phyllis B. Booth,thk-pbooth,1970-2020,Theraplay,CONFIRMED_REAL,معالجة أمريكية موثقة جيدا أحد مؤسسي ثيرابلاي مع آن جيرنبرغ.,TRUE
thinkers,بولا كابلان,Paula J. Caplan,thk-pcaplan,1985-2021,العلاج النفسي النسوي,CONFIRMED_REAL,عالمة نفس أمريكية-كندية موثقة جيدا (1947-2021) ناقدة نسوية بارزة للتشخيص النفسي.,TRUE
thinkers,بيما تشُدرُن,Pema Chödrön,thk-pchodron,1984-2026,العلاج النفسي التأملي,CONFIRMED_REAL,راهبة ومعلمة بوذية أمريكية شهيرة جدا (مواليد 1936)؛ ليست معالجة إكلينيكية بالمعنى المهني لكن تأثيرها في التأمل والعلاج القائم على اليقظة الذهنية موثق.,TRUE
thinkers,بيغ پيندر,Peg Pendry,thk-peg-pender,2010,فرق العكس العاكسة,LIKELY_FABRICATED,لا يوجد أثر واضح لشخص بهذا الاسم كمنظّر لفرق العكس العاكسة (reflecting teams)؛ المؤسس الفعلي هو توم أندرسن.,N-A
thinkers,بيكا يوكينن,Pekka Jokinen,thk-pekkajokinen,1990,الحوار المفتوح,LIKELY_FABRICATED,لا يوجد أثر لشخص بهذا الاسم مرتبط بالحوار المفتوح؛ المؤسسون الفعليون هم ياكو سيكولا وآخرون في تورنيو فنلندا.,N-A
thinkers,بينيلوبي إيست,Penelope East,thk-penelopeeast,1980-2010,تقنية ألكسندر,LIKELY_FABRICATED,لا يوجد أثر لمعلمة بهذا الاسم في مجتمع تقنية ألكسندر.,N-A
thinkers,بيني لويس,Penny Lewis,thk-penny-lewis,1975-2003,العلاج بالحركة والرقص,CONFIRMED_REAL,معالجة أمريكية موثقة جيدا (Penny Parker Lewis 1946-2003) رائدة العلاج بالحركة والرقص ومؤسسة برنامج أنطيوك.,TRUE
thinkers,محمد خليفة,Muhammad Khalifa,thk-mkhalifa,2000-2026,علم النفس الإيجابي الإسلامي,CONFIRMED_REAL,أستاذ أمريكي حقيقي بارز في القيادة التربوية له أبحاث حول الهوية والرفاه لدى المسلمين وعلم النفس الإيجابي من منظور إسلامي؛ مجاله الأساسي تربوي وليس نفسي إكلينيكي بحت.,TRUE
thinkers,ميليسا كينغ,Melissa King,thk-mking,2005,Ho'oponopono (هاواي),LIKELY_FABRICATED,لا يوجد أثر حقيقي لهذا الاسم مرتبط بالهوأوبونوبونو؛ التطابق الوحيد شخصية خيالية في مسلسل تلفزيوني.,N-A
thinkers,مارك روتشرِي,Mark Rothery,thk-mrothery,1992-2010,العلاج الاجتماعي (Social Therapy),LIKELY_FABRICATED,يوجد أكاديمي حقيقي بهذا الاسم لكنه مؤرخ اجتماعي متخصص في الطبقة الأرستقراطية الإنجليزية وليس معالجا اجتماعيا نفسيا؛ لا تطابق في المجال.,N-A
thinkers,مارغريت شوارز,Margaret Schwarz,thk-mschwarz,1980-2010,النظرية العامة للأنظمة,LIKELY_FABRICATED,لا يوجد أثر لشخص بهذا الاسم مرتبط بنظرية الأنظمة العامة؛ الأسماء المطابقة في نتائج البحث في مجالات طبية أو غير ذات صلة.,N-A
thinkers,مارك ووردن,Mark Worden,thk-mworden,1990-2005,علاج إيماغو العلائقي,CONFIRMED_REAL,معالج زواجي أمريكي موثق مؤلف مشارك لكتب حول علاج الأزواج بمنظور إيماغو والفروق الجندرية.,TRUE
thinkers,مون يوِن,Mon Mon Yuen,thk-myuen,1995,العلاج السردي,LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم بالضبط؛ الاسم القريب الموثق في العلاج السردي هو Angel Yuen (اسم أول مختلف تماما فلم أعتبره تطابقا مؤكدا).,N-A
thinkers,نانسي هارنِس,Nancy Harness,thk-nancy-harness,1995,br-restorative-justice,LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم كمنظّرة أو رائدة في العدالة التصالحية.,N-A
thinkers,ماريا روساريو ألفيلور,Ma. Rosario Alfelor,thk-ma-rosario-alfelor,2005,Sikolohiyang Pilipino (Filipino Psychology),LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم مرتبط بحركة Sikolohiyang Pilipino؛ الشخصية الرئيسية الموثقة للحركة هي فيرجيليو إنريكيز.,N-A
thinkers,ماريان ماهونِي,Marian J. Mahoney,thk-mahoney,1990,Filial Therapy (العلاج العلائقي الوالد-الطفل),LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم مرتبط بالعلاج العلائقي الوالدي؛ فقط نتائج لأشخاص مختلفين بنفس الاسم.,N-A
thinkers,مارسيا ماركس,Marcia B. Marx,thk-marciamarx,1990,السيكودراما والسوسيومتري (Moreno),LIKELY_FABRICATED,يوجد شخص حقيقي بهذا الاسم لكنها فنانة تشكيلية أمريكية (1931-2005) غير مرتبطة بالسيكودراما إطلاقا؛ لا تطابق في المجال.,N-A
thinkers,مارغريت بلوستين,Margaret Bluestein,thk-margaret-bluestein,2010,الأنساق الأسرية الداخلية (IFS),LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم مرتبط بنموذج الأنساق الأسرية الداخلية؛ مؤسس IFS هو ريتشارد شварتز.,N-A
thinkers,مارغريت بودكن,Margaret L. Bodkin,thk-margaretbodkin,1990,العلاج بالخبرة/التجريبي,LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم مرتبط بالعلاج التجريبي.,N-A
thinkers,ماريان كركمار,Marian Krcmar,thk-marian-krcmar,2010-2026,br-performance-psychology,CONFIRMED_REAL_WRONG_SCHOOL,الاسم الصحيح الموثق هو Marina Krcmar (وليس Marian) وهي أستاذة أمريكية حقيقية متخصصة في علم نفس الإعلام (Media Psychology) والتنمية المعرفية للطفل عبر الوسائط، وليس علم النفس الأدائي (performance psychology). صححت الاسم والمدرسة في الملف.,TRUE
thinkers,ماريان ستروم,Marianne Ström,thk-marianne-strom,2010,العلاج بالتصوير الضوئي,LIKELY_FABRICATED,يوجد شخص حقيقي بهذا الاسم لكنها باحثة طبية في طب العيون (تنكس بقعي) غير مرتبطة بالعلاج بالتصوير الضوئي إطلاقا؛ لا تطابق في المجال.,N-A
thinkers,ماريان كلاين,Marianne Kline,thk-mariannekline,2000,الخبرة الجسدية (Somatic Experiencing),LIKELY_FABRICATED,لا يوجد أثر لهذا الاسم مرتبط بالخبرة الجسدية؛ مؤسس Somatic Experiencing هو بيتر ليفين.,N-A
thinkers,مارييل كروغر,Marielle Kruger,thk-mariellekruger,2015,الأنساق الأسرية الداخلية (IFS),CONFIRMED_REAL,"Real person is Mary Kruger (IFS Lead Trainer, LMFT, Rimmon Pond Counseling). Corrected name; matches IFS field.",TRUE
thinkers,ماريسا بيركوور,Marisa Berkouwer,thk-marisaberkouwer,2010,العلاج الحسي-الحركي (Sensorimotor Psychotherapy),LIKELY_FABRICATED,No evidence of a 'Marisa Berkouwer' connected to Sensorimotor Psychotherapy.,N-A
thinkers,مارك سانتروس,Mark R. Dombeck,thk-mark-santross,2000,PCIT (العلاج التفاعلي بين الوالد والطفل),LIKELY_FABRICATED,A real psychologist named Mark R. Dombeck exists but no PCIT connection found; title_ar 'Mark Santross' does not match title_en at all.,N-A
thinkers,مارك ويلش,Mark Welch,thk-markwelch,2000,العلاج بالخبرة/التجريبي,LIKELY_FABRICATED,"No specific 'Mark Welch' found connected to experiential therapy; multiple unrelated Mark Welches exist (biologist, ENT nurse researcher, etc).",N-A
thinkers,ماري إلمكويست,Mary Elmquist,thk-mary-elmquist,2010,br-recovery-oriented,LIKELY_FABRICATED,No evidence of a psychology figure named Mary Elmquist in recovery-oriented care.,N-A
thinkers,ماري غوثري,Mary Guthrie,thk-mary-guthrie,2012,العلاج الديناميكي البيني القصير (DIT),LIKELY_FABRICATED,No evidence connecting a Mary Guthrie to Dynamic Interpersonal Therapy (DIT).,N-A
thinkers,ماري ستيوارت,Mary Stewart,thk-mary-stewart,1980,تحليل المعاملات (TA),LIKELY_FABRICATED,No specific Mary Stewart found as a TA thought leader; real TA authors are Ian Stewart & Vann Joines.,N-A
thinkers,ماساكي تاكاهاشي,Masaaki Takahashi,thk-masaaki-takahashi,1980,علاج نايكان,LIKELY_FABRICATED,No evidence of a Masaaki Takahashi connected to Naikan therapy.,N-A
thinkers,مارفن تشِن,Marvin Chen,thk-mchen,1985-2010,السيكودراما والسوسيومتري,LIKELY_FABRICATED,No evidence of a Marvin Chen connected to psychodrama/sociometry.,N-A
